Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
Lumi - Italian Restaurant,No Title,,"Breakfast and lunch were great. Also, the staff Ann & Iyu are kind and friendly. It was really nice to see welcome fruit in the hotel room, and it was very clean.","July 7, 2024"
Lumi - Italian Restaurant,No Title,,"Ann 和 Tanya 服务的很好, 她们两都很贴心的服务也还有漂亮的微笑😊。Mushroon truffle risotto and chef prince salad 这两份菜很特色的。餐厅里面装心也不错。推荐到 Italics 用餐。","June 27, 2024"
Lumi - Italian Restaurant,No Title,,"This meal was fantastic!! Service, drinks, and food were all great. Thanya was our server and took great care of us all through dinner. If you’re thinking of Italian food in Chiangmai, eat here!","June 25, 2024"
Lumi - Italian Restaurant,No Title,,"Amazing experience. Relaxed atmosphere, swimming pool, drinks and super friendly staff (Orio and Oat in particular).","June 25, 2024"
Lumi - Italian Restaurant,No Title,,"Really nice place good drinks, Orio and oat were so kind and lovely to us while we were there. The pool was a pleasant surprise when we arrived. Very cool spot","June 25, 2024"
Lumi - Italian Restaurant,No Title,,"We wen't here for lunch. We we're with a couple of friends all had pizza's the six cheese pizza and italian sausage was so good, and after we had tiramisu and lava cake both delicious. Our server Nokyung was lovely such a sweet one loved her energy. Will be back on our next trip 10/10 experience","June 21, 2024"
Lumi - Italian Restaurant,No Title,,"First of all the restaurant decoration is amazing . Second the food is wow so far in the top of the list of Italian food in thiland . Finally I would thank the staff for the excellent service that’s we have received: Anu , Iyn and orio they were professional and have given a good suggestion.","June 19, 2024"
Lumi - Italian Restaurant,No Title,,"Cocktail named ""one night in Chiangmai"" is the best!! . Bartender Oat is great, you should come to visit and try his drinks!!","June 18, 2024"
Lumi - Italian Restaurant,No Title,,The staff is very nice. I was served by Ann and Ploy. The view of the city is amazing too! I highly recommend this during your Chiang Mai trip,"June 18, 2024"
Lumi - Italian Restaurant,No Title,,"I discovered this restaurant thanks to the recommendations of my friends. Wow! The best experience in Chiang Mai since I lived here, the team is very friendly and knowledgeable, attentive to our every need. But what made this experience unforgettable was Chris with the warm welcome and his advice to take the meat and I must say the best I have eaten so far, soft as butter and very tasty. Thank you. We will be back!","June 17, 2024"
Lumi - Italian Restaurant,No Title,,We had a wonderful sunset over the mountains and excellent cocktails (chiang mai sangria & mojito). Also the barkeepers Ray and Oat were very friendly.,"June 16, 2024"
Lumi - Italian Restaurant,No Title,,Friends and me we met on rooftop bar …so wonderful cocktail with Ann and ploy she made and advised good views and good service,"June 14, 2024"
Lumi - Italian Restaurant,No Title,,"Really aesthetic and nice place coupled with a great location! The food were exquisite and had a perfect take on both Thai and Italian dishes. Their tiramisu was to die for! Panda, Ann and Aek were the best servers we could ever ask for -- attentive, very approachable and gave us great recommendations.","June 12, 2024"
Lumi - Italian Restaurant,No Title,,Staff are very friendly! Thanks oat and pup. Cocktails are also very tasty. The mojito and pinacolada are definitely recommended!!,"June 11, 2024"
Lumi - Italian Restaurant,No Title,,Great sunset views and great service from Oat and Pup. Cocktails here are very solid. Food is pretty good as well. The pool is a nice option to have as well.,"June 9, 2024"
Lumi - Italian Restaurant,No Title,,Regularly going to Italics for trying the different specials and once again it was delicious. The burrata is a must try. Thanks to Mr.Chris for the recommendation 👍,"June 7, 2024"
Lumi - Italian Restaurant,No Title,,"If you want to eat Italian food, I recommend this restaurant. The food is delicious, the staff at Orio Tuk JC are lovely, the service is very good, the atmosphere is good. I'm impressed. 100/10 on every point.","June 2, 2024"
Lumi - Italian Restaurant,No Title,,"Delicious food, looks delicious as per reviews, good atmosphere, good service staff. I like the service of you, the employees, Brother Ann, Brother Mas, and Brother Kafae, Nong Pup, everyone is attentive and Always recommending food. I like pizza 🍕 with Akira face. Delicious as recommended.","June 1, 2024"
Lumi - Italian Restaurant,No Title,,"Good service, the shop looks elegant and clean. Delicious food according to reviews on TikTok The atmosphere is good, the employees take good care of you and are ready to serve you all the time. Recommend this shop.","June 1, 2024"
Lumi - Italian Restaurant,No Title,,"Our favorite restaurant in Chang Mai! Excellent food, atmosphere, and service! We kept going back for more. The Staff, Auk, Aum and Ann were so friendly and kind. This place continually exceeded all expectations!","May 29, 2024"
Lumi - Italian Restaurant,No Title,,"Our bar tender, Oat was great, service was so fast he was so helpful and drinks were lovely! Would definitely come back again","May 26, 2024"
Lumi - Italian Restaurant,No Title,,"As always, the staff was great, the drinks were delicious, and the vibes were chill. Definitely try the CNX Pina Colada . 🍍 A must visit every time I'm in CM. ^_^","May 26, 2024"
Lumi - Italian Restaurant,No Title,,"Ah, delicious, good atmosphere, lovely staff, especially Little Oreo and Little Panda. Very good service, recommending all good food menus. There are many beautiful photo corners. Recommended.","May 26, 2024"
Lumi - Italian Restaurant,No Title,,"Nice, quiet, low key spot with great atmosphere and quality cocktails. Thanks to Ploy for the quality of service and incredible cocktails.","May 21, 2024"
Lumi - Italian Restaurant,No Title,,"A must in Chiang Mai. Outstanding food and staff very nice, thanks to Christophe to recommend me the prawns ravioli with a twist of Khao Soi, delicious","May 20, 2024"
Lumi - Italian Restaurant,No Title,,Excellent service The waiters are polite and take care of each other thoroughly. The food tastes good. Use good quality raw materials I'm very impressed with this shop. Brother Orio provides good service and is very cute.,"May 18, 2024"
Lumi - Italian Restaurant,No Title,,"It is the second time I have been to this restaurant, the experience this time has surpassed the other, the service is great and very polite and attentive, some shrimp ravioli with Thai curry, great, I had to ask for extra bread to finish the sauce , a tuna salad also very well done, the chef has gone out to visit the diners and that is appreciated, they invited me to coffee and water, which is not bad, the hotel director (Mr Christophe) has also appeared there Wondering if Soto has been good and my comments are also appreciated and it is very rare in a city hotel to see the director there, you only see it at the resort, but hey, the experience is great, I will repeat next year for sure, see you soon","May 17, 2024"
Lumi - Italian Restaurant,No Title,,"It was our last day in Chiang Mai, and I'm so happy that we found this Rise rooftop bar during sunset hour. When you walk in on the 8th floor, you see an amazing infinity pool with a few cozy tables (it's not very big, so make sure to get your spots asap). We were hosted by a super sweet lady; her name was Panda. She made sure we had the best time and recommended some delicious and tasty options from the menu. My personal favorite is the Whiskey Sour; they make it crazy good here. The bartender's name was Oat, and he knows what he's doing behind the bar. Can't say more, honestly! Super satisfied with everything, no bad comments. The staff was super friendly, with nice entertaining music during nightfall. I can't wait to order more. Must visit! Read less","May 13, 2024"
Lumi - Italian Restaurant,No Title,,"The atmosphere is very good. The restaurant is nice to sit and eat, delicious food, delicious drinks. Brother Orio and Brother Aot are very cute. Good service, soft spoken, very cute. The shop was cool and the atmosphere was very good. Definitely coming for the second time ❤️","May 11, 2024"
Lumi - Italian Restaurant,No Title,,"The staff took very good care of me. I really like the service of Orio and Aot. Fun to talk to, delicious food, good views, even if you come on a rainy day, it's another feel. The atmosphere is okay and cool. The seat is a sofa, suitable for going out.","May 11, 2024"
Lumi - Italian Restaurant,No Title,,"Excellent Italian cuisine.Compared to Bangkok ,the price is very reasonable The staff are nice and Thanya she take a photo for us and serve us very well everyone so active .Will definitely come back","May 9, 2024"
Lumi - Italian Restaurant,No Title,,"Rise bar has a very good atmosphere. Come visit with friends and feel that the view is very beautiful, seeing the mountain corner. Suthep is clear, the music is good. Most importantly, the drinks are very delicious. The service staff are good, especially Mr. Oreo. They speak friendly, feel warm and give good drink recommendations. I'm impressed.","May 9, 2024"
Lumi - Italian Restaurant,No Title,,"The atmosphere of the bar here is very good. With a view of the sky and mountains, it is very refreshing to look at. The drinks are also very delicious. The service staff are good and speak because they joke and are very friendly. Thank you Nong Oreo for helping me choose the most suitable drink menu. I have to invite friends to come. Of course, it's really good.","May 9, 2024"
Lumi - Italian Restaurant,No Title,,Great experience! Such a nice atmosphere to come eat and relax after a hot day. Staff was very kind and helpfull especially Nokyung was amazing loved her hospitality and smile . Would definitely come back best italian food we had in awhile,"May 3, 2024"
Lumi - Italian Restaurant,No Title,,Amazing bar with amazing views! My friend and I are visiting from the US and the vibes were 10/10. Panda and Ollie-o crafted the perfect specialty drinks to our taste. Would recommend to a friend.,"May 2, 2024"
Lumi - Italian Restaurant,No Title,,"All very good. We had some bruschetta with delicious Parma, a plate of sublime gnocchi and meat that melted in your mouth. The desserts (a HAZELNUT sorbet and profiteroles) were truly delicious. Excellent quality products.. for me the best place in Chiang Mai","May 1, 2024"
Lumi - Italian Restaurant,No Title,,Enjoy drinks on the rooftop bar with a view of the Doi Suthep. Definitely recommended. Thanks @Nokyung and @Oat for the delicious aperol spritz.,"May 1, 2024"
Lumi - Italian Restaurant,No Title,,Such amazing drinks! And a beautiful view. Thank you Nokyung for incredible service :) Couldn’t recommend this place enough!,"May 1, 2024"
Lumi - Italian Restaurant,No Title,,Absolutely beautiful setting & lovely staff. Nokyung in particular was super friendly & helpful!! Would definitely return,"May 1, 2024"
Lumi - Italian Restaurant,No Title,,"Very good service I got Khun Nok Peacock at the table, very nice, nice atmosphere, beautiful restaurant, the food tastes very good, delicious, fast, very impressed. I recommend it.","April 29, 2024"
Lumi - Italian Restaurant,No Title,,"The most impressive thing is the service here. Take very good care Both Khun Nok Yung's desk staff and all employees in the store. Delicious food, diverse menu, reasonable prices. The shop is clean and looks good. Today came on the occasion of a friend's birthday and he was well taken care of. I'm very impressed.","April 29, 2024"
Lumi - Italian Restaurant,No Title,,The food tastes very good. I recommend the scallop truffle and lobster ravioli. We came for a birthday meal. The service staff is very good. Especially Khun Aek and Khun Nok Yung. Bring the cake + sing a song for me too.,"April 24, 2024"
Lumi - Italian Restaurant,No Title,,"If you are tired of Thai food and want to change up your menu, this is the place. Great Italian food and fair price. Very tasty and well decorated atmosphere. I recommend","April 18, 2024"
Lumi - Italian Restaurant,No Title,,"This was such a chill and enjoyable bar! The pool is nice, the drinks are spectacular, and the staff is so incredibly nice and welcoming! Ploy was awesome, and made great cocktails for us.","April 16, 2024"
Lumi - Italian Restaurant,No Title,,Oat nokyung was our bartender and made the BEST espresso martini!!! Loved the experience here! He also made us a couple drinks with mosifications and was so kind about it. Loved it!,"April 16, 2024"
Lumi - Italian Restaurant,No Title,,"The room is very good but The highlight for us is the cocktail on the rooftop of the hotel. The cocktail is very flavored and has the best view. Mr. Oat, who is a bartender, is excellent, fun to talk and all the cocktails are good, I recommend ordering one day in Chiangmai.","April 15, 2024"
Lumi - Italian Restaurant,No Title,,Barista Oat at rooftop bar he's the best!!! Chill and super nice atmosphere here. Can't miss out. Even on super busy time we still get the best service,"April 15, 2024"
Lumi - Italian Restaurant,No Title,,Nice spot for drinks and a swim with a view. We had a very nice time sitting up here and watching the view as we sipped martinis,"April 5, 2024"
Lumi - Italian Restaurant,No Title,,The place is very beautiful. The drinks are very tasty. The service staff is very good. Khun Oat and Khun Oreo are fun to talk to and recommend signature menus that are very delicious. Will definitely come back again.,"April 2, 2024"
Lumi - Italian Restaurant,No Title,,"Nokyung took great care of us, the rooftop is tasteful, with music not too loud and a beautiful open view","April 2, 2024"
Lumi - Italian Restaurant,No Title,,"Thank you to Nokyung for the service and her smile, good experience to this place I recommend it. The bar and the rooftop are a great experience !","April 2, 2024"
Lumi - Italian Restaurant,No Title,,"The kids are cute and make drinks according to request. Overall, it's delicious. The atmosphere is good. Come in the evening and there will be a lot of people. I have to hurry up. before sunset","April 1, 2024"
Lumi - Italian Restaurant,No Title,,"The drinks were very good. All employees provide good service, good views, Nong Oat and Nong Oh are very fun to talk to. Good drink recommendations Make a drink that has a very pleasing taste. And will come back to use the service again.","April 1, 2024"
Lumi - Italian Restaurant,No Title,,"We went to rise pool bar in Chaing Mai after a very long and hot day to cool off by the pool and have a drink! The service was impeccable, and JC Ray made us feel right at home! Thanks Rise!","March 31, 2024"
Lumi - Italian Restaurant,No Title,,"We recently dined at Italics and were pleasantly surprised by the warm and unique welcome we received. The food was excellent from start to finish, and the staff were attentive throughout our meal. A big thank you to Chris for his welcome and his service. I highly RECOMMEND, without any reservation.","March 29, 2024"
Lumi - Italian Restaurant,No Title,,I came here because I want to try 6 cheeses pizza but supervisor Aum recommended 2 more dishes that we loved it. Love these.,"March 27, 2024"
Lumi - Italian Restaurant,No Title,,"Drink taste Very well made, good taste, thank you.😍😍😍😍😍😍😍😍 Mai Thai menu Rich but refreshing flavor You must try it. Bartender name oat.","March 24, 2024"
Lumi - Italian Restaurant,No Title,,"Great food best pasta and pizza in Chiang mai wonderful service thank you k.Aum and k.Kwang , i will visit here again soon 😊👌👏","March 22, 2024"
Lumi - Italian Restaurant,No Title,,"The restaurant is located on the center of Nimman Hemindhra in a walking distance. We enjoyed a lot of foods, deserts, and drinks with the royalty service by Must she made our day so awesome and kind to present her menu to our family, Thanks a lot! If you’d like to try Italian dishes I'd reccomended Italic!","March 20, 2024"
Lumi - Italian Restaurant,No Title,,"Best rooftop bar in Chiangmai. Hands down! Best vibe, great drink choices. Must try! Thank you for or the recommendation, Chris.","March 20, 2024"
Lumi - Italian Restaurant,No Title,,"The restaurant is very fine and the service is qualified. We felt comfortable with the attendant Aum, who was very helpful. All food preparations were excellent and our special requests were met. Congratulations to the chefs! We hope to return soon.","March 18, 2024"
Lumi - Italian Restaurant,No Title,,"I loved this place! Nice atmosphere, great cocktails. The service was absolutely amazing. The bartender Ploy was very attentive and friendly. Service with a smile!","March 17, 2024"
Lumi - Italian Restaurant,No Title,,"Rise. A great bar with super martinis made by Ploi in a relaxed atmosphere. Ploi welcomed my wife and I to the akyra Manor Hotel Chiang Mai rooftop pool bar, Rise, making ice cold martinis for us that we enjoyed every night we were in Chiang Mai, Thailand","March 17, 2024"
Lumi - Italian Restaurant,No Title,,"The food is very delicious. we go with friends The price is reasonable. Brother Orio, including all the employees, are attentive, take care of and provide very good service. The food was right on our palate.","March 16, 2024"
Lumi - Italian Restaurant,No Title,,Foods and services are top class. Best location if you stay at Nimman area. Special thanks to Khun Nokyung for taking care of me and my friends during my dinner. Would comeback soon,"March 13, 2024"
Lumi - Italian Restaurant,No Title,,"Amazing dinner, food and service. Nokyung and Aum were wonderful, made the experience even more enjoyable and would definitely recommend to all.","March 13, 2024"
Lumi - Italian Restaurant,No Title,,"We had a lovely dinner! Great pasta and portion sizes. Service was brilliant and quick, Nokyung was a great and looked after us!","March 13, 2024"
Lumi - Italian Restaurant,No Title,,Great view of Chiang Mai. Very good cocktails from Ploy and Nokyung 🤩 rooftop bar ideal for sunset. Very good aperitifs ☀️,"March 12, 2024"
Lumi - Italian Restaurant,No Title,,Very cool vibe! Perfect place to decompress and watch the sunset after a beautiful day of touring the sights around Chiang Mai!,"March 7, 2024"
Lumi - Italian Restaurant,No Title,,"Delicious food, great atmosphere. Nokyung is a super waitress. Location looks very nice besides the waitress, very neat","March 6, 2024"
Lumi - Italian Restaurant,No Title,,Amazing experience honestly!!! Great margaritas and superb service ! Two guys stood up even more Oat and Orio! Amazing guys and true professionals . Very nice visit!,"March 4, 2024"
Lumi - Italian Restaurant,No Title,,"Very nice restaurant, with good food and nice server, especially nokyung! Thank you so much! I would really recommend it :).","March 4, 2024"
Lumi - Italian Restaurant,No Title,,"The food was really nice, tasted really good. Nokyung was our server and she was really kind! Would recommend it. The place looks pretty.","March 4, 2024"
Lumi - Italian Restaurant,No Title,,"There are a variety of good cocktails. All employees take good care of you. Very friendly I recommend going when it's dark. The atmosphere is good. You won't be lonely if you go alone. Waiter chatting with friends Recommend some fun drinks. It's a restaurant where I often go to sit alone. Sometimes I work while sipping and it's quite comfortable. Thank you to Peacock, the shop's employee, who always invites us to talk. with the bartender I can't remember the name of the little one. Makes really good drinks. Come to Chiang Mai, don't miss it. Recommended.","March 4, 2024"
Lumi - Italian Restaurant,No Title,,"It was really delicious haha I visited on the last day of my trip and it was the finale! I had carbonara, seafood risotto, meat pizza, and french fries, and they were all so delicious. I think I would have tried them once more if I had come earlier. 🥰 This is authentic carbonara without carbonara cream. For your information, hehe.","March 2, 2024"
Lumi - Italian Restaurant,No Title,,"Great food, great service, moderate waiting time, but the pizza was worth the wait! Mr. Orio and staff was really nice and accommodating.","March 1, 2024"
Lumi - Italian Restaurant,No Title,,"Lovely Dish of Homemade Potato Gnocchi is a must-try! กรอบนอก หนึบใน แป้งนุ่ม เคี้ยวเพลินๆ คู่กับเห็ด truffle หอมกรุ่น The menu at Italics features a variety of classic and contemporary Italian dishes, all prepared with fresh, high-quality ingredients. From handcrafted pastas and wood-fired pizzas to succulent grilled meats and flavorful seafood options, there's something to tantalize every taste bud with impressive wine list featuring Italian and international selections.","March 1, 2024"
Lumi - Italian Restaurant,No Title,,Come eat Valentine's Dinner at italics Restaurant. The food is delicious and very impressive. Got to sit at a table in the middle of the dining room. Nong Nok Yung provided very good service. Speak cutely and smile all the time. I will come back to eat again.,"February 25, 2024"
Lumi - Italian Restaurant,No Title,,"Great food best service so far. I love the food very much, taste was so wonderful and special thanks to Khun Nokyong for taking care of me and friends, we had so much fun that night.","February 24, 2024"
Lumi - Italian Restaurant,No Title,,A very good address. Pasta and pizza are really good. The setting is very nice. The rooftop is great. The prices are correct.,"February 19, 2024"
Lumi - Italian Restaurant,No Title,,"I had a fantastic time at RISE, a rooftop bar and restaurant with amazing food and views. The Italian dish and Thai appetizers I tried were both superb. Watching the sunset here is a must-do, especially with a glass of excellent French wine in hand. Plus, the staff were incredibly friendly and attentive. I've tried several rooftops in Nimman, but this one is definitely the best. I recommend it if you're looking for a great spot with awesome vibes, food and drinks!! Thank you Chris for the recommendation, I will visit it again :)","February 13, 2024"
Lumi - Italian Restaurant,No Title,,"Walked by and got attracted by the outdoor seating area. Ordered bruschetta and risotto, both were satisfying 🙏🏼😊 all service attentive and you’ll feel pleased with your visit! Thanks for the food and providing the space for an enjoyable evening","February 8, 2024"
Lumi - Italian Restaurant,No Title,,"Consistently amazing food. I’ve opted for the Carbonara and Seafood Risotto (it was so good, I came back twice). Orio was so lovely and helpful. Love it here and all the staff too. Atmosphere is stunning, as are the surrounding areas. Recommend highly xoxox <333","February 7, 2024"
Lumi - Italian Restaurant,No Title,,The food and wine were excellent. I had a wonderful time. The personnel also took a good care of me. The parking provided in the front of the restaurant. Good service and quality food.,"February 7, 2024"
Lumi - Italian Restaurant,No Title,,"To change from traditional Thai cuisine and find European flavors we tried this restaurant... big mistake. Certainly not bad in itself but there was a big lack of seasoning on the two pasta dishes and the pizza was very ordinary. All this for 5x more expensive than all the other restaurants during our stay in Chiang Mai. Even if the quality of the restaurant is not comparable to other cheaper ones, the price difference is not justified.","February 6, 2024"
Lumi - Italian Restaurant,No Title,,"Came to eat here for the first time and was very impressed. The food was delicious, especially the breakfast with many options to choose from. The staff are very caring, friendly and hospitable. Especially Nong Ann. Nong Oreo and Nong Cream took very good care of them. Will come back to eat again.","February 5, 2024"
Lumi - Italian Restaurant,No Title,,The food was fantastic! I had the Lobster Ravioli and my wife had Carbonara followed by Lava Cake with Ice Cream. The atmosphere in the restaurant is amazing. I totally recommend this restaurant.,"January 31, 2024"
Lumi - Italian Restaurant,No Title,,"This place is great! Atmosphere is chill and cool. Food is pretty good, some italian classics and some twists with quality ingredients and fresh vegetables, delicious taste in every menu. The service we received was so amazing!, K.Aum who took good care of us. I recommend to everyone! I will definitely come back again!","January 31, 2024"
Lumi - Italian Restaurant,No Title,,"Great address for beautiful and delicious dishes, beautiful and very good! A real gourmet! We can smell the French director's paste... The staff like the Thais at the top 👌😁😁😁","January 25, 2024"
Lumi - Italian Restaurant,No Title,,"Rooftop bar RISE: Small, “intimate” space but good service and good menu. We sat at the bar (only 3 seats) so got quick service. Very professional and friendly staff. Not the worse prices either! Good sunset view. Ploy and Tukky were the sweetest and very nice. Main reason I gave 4 stars instead of 5 is because of the requirement to write a review to enjoy happy hour. So I guess it’s a one-off thing… and the reason they have so many 5-star reviews? Nonetheless nice, trendy bar. Can’t speak to the Italian restaurant.","January 24, 2024"
Lumi - Italian Restaurant,No Title,,"Stylish restaurant, but we found the food to be rather average, the staff friendly but reserved. A bit overpriced.","January 24, 2024"
Lumi - Italian Restaurant,No Title,,Very good atmosphere. Rise rooftop bar is one of the nicest places to watch the sunset in Chiang Mai. The bartender Ploy also made us some very delicious cocktails. Will definitely come back!,"January 22, 2024"
Lumi - Italian Restaurant,No Title,,"I really love this place and will keep coming back. Last time I came at dinner, there will be a lot of people but the food is delicious, so this time I came during the lunch and met ponytail Panda. The service is very good, always smiling and accepting every request. Recommend this restaurants.","January 20, 2024"
Lumi - Italian Restaurant,No Title,,"I stayed here for about a week and had breakfast every morning at Italics. Panda, Ann, and Orio were there every morning to greet me with a smile and impeccable service. And it helped that the food was tasty too!","January 17, 2024"
Lumi - Italian Restaurant,No Title,,"Beautiful experience at sunset, the staff working (Oat and Tukky) were so kind and accommodating 😌 great music great vibes, will definitely be coming back! Xx","January 14, 2024"
Lumi - Italian Restaurant,No Title,,"This is my third times has beed to this restaurant and bar, I am still very much enjoyed with the taste of food, nice staffs and good views of Rooftop bar. I spent evening looking above ChiangMai to Doi Suthep with very beautiful view at evening from this Rooftop bar near the pool. Ms Reda made me very tasty of cocktails and this delicious drink when I stay at rooftop bar and enjoy with my friends. I do recommend to spend some tome enjoyed with this bar. I will be back again soon ♥️♥️🥰🥰🥰 Read less","January 10, 2024"
Lumi - Italian Restaurant,No Title,,"Beautiful rooftop bar to enjoy a cocktail during the sunset. The staff were very friendly, especially JC, Oat, Tukky and Poly.","January 10, 2024"
Lumi - Italian Restaurant,No Title,,"Recently, I visited rise bar at nimman road , Chiangmai. It was fantastic atmosphere, wonderful drinks, excellent services. I asked for a recommended drinks from waiter Khun “ Redar “ He is very nice , polite and funny . He provided me a drink named “ One night in Chiangmai” which very tasty. I love it pretty much! If I have a chance to visit chiangmai again , I gonna visit rise bar again. This roof top bar was recommended.","January 9, 2024"
Lumi - Italian Restaurant,No Title,,"Had dinner downstairs at Italic with a friend I hadn’t seen for a while. The food was ok. Slightly overpriced. The Italian summer salad was a bit too simple, but we were pleased in the end. After desert, we decided to visit the top deck and have a drink to end the night. When we got to the bar, for whatever reason, as we were deciding where to sit, a bad tempered waiter started lashing out on us with a loud voice because we were on his way. This was enough for us to leave and not want to return. A place that claims quality like this, judging by the price of it’s food, has everything to loose employing vulgar employees who don’t know how to behave.","January 8, 2024"
Lumi - Italian Restaurant,No Title,,The atmosphere of the shop is very good. P' Oat and P' Tuk take very good care of me. They give very good recommendations. The drinks are also very tasty. I'll definitely have the opportunity to come again. I'll recommend my friends to come as well.,"December 25, 2023"
Lumi - Italian Restaurant,No Title,,"P' Oat and P' Tuk provide very good service. Very nice to talk to, very well taken care of, very good service, good recommendations, friendly. Always smiling I saw that the customers didn't have anything to do with it. Explain your response well.","December 25, 2023"
Lumi - Italian Restaurant,No Title,,"We had couple drinks with my partner in the rooftop and OAT, the bartender accommodates us well. Food is good, we just had simple one so as the drinks. Its a bit closer to the airport so you will see planes flying nearby. The view is amazing specially during the golden hour until its starts to get dark. Simple yet a good place to change for different scenery.","December 18, 2023"
Lumi - Italian Restaurant,No Title,,We had the most amazing and authentic Italian food outside of Italy and Australia. I had the perfectly cooked Gnocchi with mushrooms and truffle sauce. I highly recommend you try this dish even if you are a non-vegetarian. The ambience was warm and staff were friendly. Price was reasonable too.,"November 27, 2023"
Lumi - Italian Restaurant,No Title,,"The pizza is very delicious. The aroma makes you feel hungry even more. Khun Aum, the staff member, gave very good advice on choosing menus. Sometimes I can't choose. The service is good and friendly. I recommend the pizza here. You can use the service at Akyra Manor Hotel or order to eat. I really like it.","November 25, 2023"
Lumi - Italian Restaurant,No Title,,"Beautiful place, better food, amazing atmosphere! Thank you so much Chris for the recommandation and enabling a memorable evening! Will definitely come back!","November 22, 2023"
Lumi - Italian Restaurant,No Title,,"Today, I reserved a table for my birthday dinner, and the atmosphere at the restaurant was delightful. The staff was exceptionally helpful and friendly, particularly K. Aek, who went above and beyond to assist me. The culinary experience was truly exceptional, with a special mention for the exquisite Gnocchi with truffle and the Chef's Salad. I wholeheartedly recommend these dishes.","November 17, 2023"
Lumi - Italian Restaurant,No Title,,Possibly the best burger I've eaten in a long time! We had lunch here and fancied something different. The quality of the food was excellent and so was the service. Highly recommended!,"November 12, 2023"
Lumi - Italian Restaurant,No Title,,Oat was a friendly bar tender and made us some awesome cocktails. The view on makes it even better. Highly recommended.,"November 11, 2023"
Lumi - Italian Restaurant,No Title,,The bartender Oat was so friendly and the view was stunning. We had dinner and cocktails. Highly recommend!,"November 11, 2023"
Lumi - Italian Restaurant,No Title,,"I went there for dinner with friends. All was very good, we have Avocado toast and Bruschetta tomate burrata first, Gnocchis and pizza 6 fromages later. It was really a very a nice experience. Service was perfect too. Thanks Chris for your recommandations.","October 27, 2023"
Lumi - Italian Restaurant,No Title,,Suitable for relaxing. And I eat a lot of food. The pizza is very delicious. Thank you to the staff of Mr. Mas for providing very good service. Definitely go again next time.,"October 22, 2023"
Lumi - Italian Restaurant,No Title,,This restaurant is always a delight to come to. The food is delicious and the menu is very diverse and creative. The ambience is nice. Another delicious meal at Italics in Nimman. The waitress Khun Aum was great as well.,"October 12, 2023"
Lumi - Italian Restaurant,No Title,,"The service, and the atmosphere, were great. The meals were delicious. It was my girlfriend's birthday, and they gave a complimentary small cake with a candle and my girlfriend was thrilled with the surprise. Definitely recommend this establishment.","October 7, 2023"
Lumi - Italian Restaurant,No Title,,P’Oat and P’Oreocookie are so nice and we got the warm welcome from them! Cheese platter was amazing 🤩,"October 4, 2023"
Lumi - Italian Restaurant,No Title,,"It was a worth experience at Rise Roof top here! The staffs, Tuk and North were welcoming us so nice! And the drinks here is splendid with a reasonable price! I will visit here again!!","September 22, 2023"
Lumi - Italian Restaurant,No Title,,Khun Aum provides very good service. Take care of food and drinks There is a friendly conversation. I'll have a chance to come back and use the service again.,"September 21, 2023"
Lumi - Italian Restaurant,No Title,,Bartender Oat provides good service. They also recommend drinks that are easy to drink for women like us. The atmosphere is perfect. The weather is very good.,"September 21, 2023"
Lumi - Italian Restaurant,No Title,,I would highly recommend this wonderful restaurant because the meal was delicious and Must was professional and provided excellent service.,"September 21, 2023"
Lumi - Italian Restaurant,No Title,,The food is very delicious. The atmosphere of the restaurant is very beautiful. The service staff is very good. Thank you Khun Kwang for recommending the food very well. Every dish is delicious..😀😀😀,"September 20, 2023"
Lumi - Italian Restaurant,No Title,,The food is delicious. Chef Kwang can recommend food in detail. Ms. Leda recommends drinks that are delicious and exactly what you want. luxury restaurant,"September 19, 2023"
Lumi - Italian Restaurant,No Title,,"Beautiful shop atmosphere Suitable for going to dinner, delicious food, Italian food, not too greasy. Mr. Mas recommends a drink. I really like One Night in Chiang Mai.","September 17, 2023"
Lumi - Italian Restaurant,No Title,,It was such a joy to be greeted by Ann and Iyu for breakfast each morning. I wanted to pack them in my luggage and take them home with me! The scrambled eggs were the fluffiest I have ever enjoyed. In the evening the snow fish was soft and salads fresh and flavourful. Ploy made delicious cocktails to wind down from the day of travelling. Read less,"September 17, 2023"
Lumi - Italian Restaurant,No Title,,"This is an amazing rooftop bar in Chiang Mai , with a great view on Doi Suthep and the city. The bartender called Oat made great cocktails which we enjoyed in this relaxing place Rise Rooftop Bar. Would recommend","September 16, 2023"
Lumi - Italian Restaurant,No Title,,"This place has a beautiful view of the city, the pool is beautiful and the staff Oat as well as Tukky made it an experience worth while. I highly recommend making a stop here for a drink or a dip in the pool","September 10, 2023"
Lumi - Italian Restaurant,No Title,,"The truth is that we looked at it on the Internet and everything was very good, the pizzas, the meats, good wines, a good dessert and the service very well. We liked it both nights that we have been in Chan Mai we have had dinner here.","September 8, 2023"
Lumi - Italian Restaurant,No Title,,"Good atmosphere, recommend ordering pizza because it tastes good and very delicious. The staff of Mr. Mas took great care of and attentive service. I was very impressed.","August 24, 2023"
Lumi - Italian Restaurant,No Title,,The perfect place for a good time shared in peace Very good food and very good quality of service Warm environment,"August 23, 2023"
